date,agent,count,elapsed
2013-03-29,Rick,110368224.323901,14.1227098505755
2013-03-29,Robert,95603482.6856049,9.75931795248666
2013-03-29,Emma,123236248.652027,8.16477412296129
2013-03-29,Katherine,99563194.3412948,10.0831836189845
2013-03-29,Dick,118008069.155364,11.1645783575842
2013-03-29,Bradley,91458623.4535931,13.0886794421427
2013-03-29,Matthew,115227799.995153,10.8140919379177
2013-03-29,David,93637286.1077509,10.6463971642214
2013-03-29,Adam,111208781.237623,12.7992855489186
2013-03-29,Bruce,125347343.228789,11.1588199294744
2013-03-29,Bruce,99452836.5412436,11.7757531255359
2013-03-29,Brad,107365599.770756,11.8037574311199
2013-03-29,Katherine,126523895.50596,14.651366790467
2013-03-29,Liz,90306346.6527019,11.3418067617123
2013-03-29,Sam,113211831.207408,7.4837161959738
2013-03-29,Jonathan,95997531.0623264,16.122395453975
2013-03-29,Blaine,116929864.426016,11.4810069112989
2013-03-29,Mark,96056294.9746493,12.9624399998487
2013-03-29,David,93373088.5194619,11.4700618907292
2013-03-29,Will,89568225.4994077,11.3023067431782
2013-03-29,Johnny,93845657.9331853,13.4318316277902
2013-03-29,Dave,104868876.387741,12.1230274549588
2013-03-29,Rick,128171874.806149,9.98798587409507
2013-03-29,Emma,121492104.154769,11.1112499641372
2013-03-29,Beth,76537128.9877938,12.0588179233259
2013-03-29,Brad,120505534.823932,13.5977410577074
2013-03-29,Ben,100247857.106897,14.817171156032
2013-03-29,Matthew,120304404.536414,14.0532145359053
2013-03-29,Benjamin,118927069.422283,10.6197211215847
2013-03-29,Blaine,83146218.6409667,13.5465810460383
2013-03-29,Ben,111025801.32489,8.76991059428626
2013-03-29,Tammy,126114130.25708,10.6175681222922
2013-03-29,Rick,99304820.8231627,10.9816691353249
2013-03-29,Bruce,98353778.8613802,13.868624939205
2013-03-29,Matthew,107328794.811201,14.478438380712
2013-03-29,Jessica,108067487.744897,10.0062185557261
2013-03-29,Tom,98339298.8772276,12.7629593472568
2013-03-29,Benjamin,106364246.78438,11.1316913504216
2013-03-29,Lisa,108549988.018046,10.8173019273447
2013-03-29,Sam,103517896.410425,12.4701099311329
2013-03-29,Dave,93994814.5005614,13.8699774874835
2013-03-29,Matt,111130052.038777,16.1034104740892
2013-03-29,Clarie,110197492.63037,13.2370858219612
2013-03-29,Jessica,110400729.921889,10.6970248026995
2013-03-29,David,101317532.144734,11.591417397768
2013-03-29,Emma,98312945.1304014,10.0171197017631
2013-03-29,Betsy,102331126.896807,15.4741663981146
2013-03-29,Betsy,110061853.035563,10.2659754256483
2013-03-29,Tammy,106309151.412734,10.1777818350505
2013-03-29,Benjamin,106475188.117708,7.83488999264277
2013-03-29,Tom,96795278.363552,9.77130750019315
2013-03-29,Beth,100063297.1283,11.4407796773446
2013-03-29,Albert,99504143.3055902,10.1742815966621
2013-03-29,Nicolas,118386502.333561,11.6555320769054
2013-03-29,Richard,87809361.6120478,12.5199073200676
2013-03-29,Robert,102320060.950921,10.0150309536802
2013-03-29,Micah,109081875.519539,11.4313259738231
2013-03-29,Katherine,93301378.3686521,15.4921193363692
2013-03-30,Katherine,108148945.820014,13.2316253674519
2013-03-30,Lisa,107664903.633296,12.0447284605298
2013-03-30,Matt,109880886.927997,11.9376695822659
2013-03-30,Adam,105888588.071914,6.87437825110421
2013-03-30,Jessica,113012830.464422,13.8423564662978
2013-03-30,Dick,89978858.8171269,10.9624726083544
2013-03-30,Albert,120954291.737382,11.4049362686982
2013-03-30,Jonathan,109362298.179265,13.5328719879997
2013-03-30,Mark,98017518.1323475,9.38614793031232
2013-03-30,Blaine,102386866.30423,15.7843893527791
2013-03-30,Adam,89537743.2581304,7.57635465110668
2013-03-30,Anna,124902971.501379,7.97986001273939
2013-03-30,Dave,123495401.730832,9.96475559839735
2013-03-30,Tammy,92903823.9175434,7.27176371606588
2013-03-30,Katherine,115105947.053586,11.619571675662
2013-03-30,Vince,121078706.03347,12.4873133138985
2013-03-30,Rick,98023376.1317088,14.189695796856
2013-03-30,Lisa,98817799.6744838,12.9053349919507
2013-03-30,Tammy,107180801.181689,12.107701729608
2013-03-30,Tom,109617830.985983,15.3393508722886
2013-03-30,Micah,115600107.923851,10.9478753756516
2013-03-30,John,95255707.4188759,12.9594876750651
2013-03-30,Matt,107347530.558168,9.20917219347802
2013-03-30,Sam,103454074.357149,12.4202577164681
2013-03-30,Betsy,111595364.383677,12.7700746278303
2013-03-30,Clarie,116264234.544506,12.0620299189514
2013-03-30,Blaine,94134738.3924271,10.804348198369
2013-03-30,Albert,88761220.9559626,9.03123986218679
2013-03-30,Ben,103824533.903581,10.1783102465116
2013-03-30,Matthew,88148940.9879709,9.44123743741862
2013-03-30,Benjamin,97352003.6875817,11.2202765485055
2013-03-30,Blaine,99510602.1869759,9.920238822651
2013-03-30,Lizbeth,87801065.0064586,10.7341243741011
2013-03-30,Jonathan,102474060.891116,11.826600306591
2013-03-30,Jessica,114573448.408932,7.5253663785136
2013-03-30,Anna,100055202.177176,10.1697673339363
2013-03-30,Rick,92701214.7606809,10.9190056631778
2013-03-30,Tammy,116282563.347984,10.4932257869911
2013-03-30,Bruce,91591043.3115524,12.4869187024488
2013-03-30,Betsy,104885570.692346,12.035679353786
2013-03-30,Mark,94532318.9923925,10.9446210801702
2013-03-30,Matthew,101976892.20372,7.95300718047376
2013-03-30,Anna,101204232.388341,14.5014422424391
2013-03-30,Adam,107979479.883247,8.47779633020345
2013-03-30,Bradley,99439880.3396662,15.639060931107
2013-03-30,Jonathan,93312566.6661265,13.2228427713452
2013-03-31,Liz,114701968.340496,10.8870917811208
2013-03-31,Johnny,91976026.9416302,10.7042947704264
2013-03-31,Micah,112544559.66644,10.5537742332968
2013-03-31,Tamara,110257100.521651,7.20712675054947
2013-03-31,Will,103741287.177783,11.0627638051939
2013-03-31,Bruce,122266126.588069,15.7295738538998
2013-03-31,Rick,100376216.649033,11.3900922251043
2013-03-31,William,93181102.3723818,12.110382592764
2013-03-31,Dave,84684378.4383857,9.91203114259432
2013-03-31,Benjamin,108651368.560732,14.1473925101437
2013-03-31,Lizbeth,71392396.9662141,11.9192035162367
2013-03-31,Rick,108512349.023774,8.35155434126108
2013-03-31,Elizabeth,96400985.0463005,12.4727203902439
2013-03-31,Tamara,97025088.0943254,12.0336983342247
2013-03-31,Liz,110940919.268765,10.483217347051
2013-03-31,Mattias,129050627.141508,9.0663757934275
2013-03-31,Betsy,111558447.797369,8.41472426795635
2013-03-31,Dave,105936359.071451,11.3860059409284
2013-03-31,Katherine,90482421.9705312,11.6832348541259
2013-03-31,Mattias,106328851.790533,11.2961630939405
2013-03-31,Liz,113373415.481243,10.6665815938021
2013-03-31,Matt,114888163.768386,14.0866614221953
2013-03-31,Katherine,102344257.219664,10.4919329420504
2013-03-31,John,117431279.741295,9.80585482496699
2013-03-31,Betsy,114219615.3406,9.08447878888442
2013-03-31,Mark,88669639.0945107,7.32446165390724
2013-03-31,William,97360215.6889179,8.2245617021688
2013-03-31,Will,121552091.818046,14.9660880970599
2013-03-31,Lizbeth,119336162.834759,10.7079400039618
2013-03-31,Mark,108034577.455863,10.783902488704
2013-03-31,David,121538040.67124,14.3586031397272
2013-03-31,Dave,108422228.772112,12.1137269503634
2013-03-31,Matthew,90116451.2548046,9.69608943341932
2013-03-31,Micah,103595264.062048,11.7396377459961
2013-03-31,Anna,107080702.132487,17.5066970925652
2013-03-31,Mattias,111777317.670498,9.64231075336261
2013-03-31,Micah,91737669.8150112,12.2594430178273
2013-03-31,Karen,104548470.344316,11.3172492811652
2013-03-31,Liz,127783840.496101,9.63128507776745
2013-03-31,Jonathan,96027555.0233478,10.3583081286048
2013-03-31,Jessica,86157536.1939132,14.0761611422087
2013-03-31,Richard,112603164.000898,9.30205188659766
2013-03-31,Dave,107702377.067433,9.024553908493
2013-04-01,Tamara,124583145.942885,11.445772300153
2013-04-01,Mark,98064234.8471628,9.69245258600766
2013-04-01,Jessica,106473145.823561,15.2422422365377
2013-04-01,Tamara,102738698.634394,12.6580710090985
2013-04-01,Clarie,126736844.21629,12.3706893149526
2013-04-01,Karen,111898058.49158,16.6580010905773
2013-04-01,Karen,91533887.1776105,10.3384622573136
2013-04-01,Blaine,96109127.4646666,13.3845557606441
2013-04-01,Adam,117338073.42937,14.5151205716228
2013-04-01,Jessica,104166283.080987,11.7013044220074
2013-04-01,Lisa,103229710.811268,9.65228601077281
2013-04-01,Dave,105813939.339737,12.1278173332585
2013-04-01,Adam,126236525.662886,9.95912888371042
2013-04-01,Bradley,106945976.656043,9.47784240369024
2013-04-01,Anne,124214647.924867,12.9599268081469
2013-04-01,Mattias,109137678.001399,10.9972735152175
2013-04-01,Mattias,78159524.0658149,12.1509731154738
2013-04-01,Sam,97085689.9148404,9.92309023787991
2013-04-01,Blaine,117626698.471992,14.5295241063209
2013-04-01,Bradley,115845074.724897,13.9035491918241
2013-04-01,Blaine,106131082.728754,15.9446897883738
2013-04-01,Matthew,129734527.036359,12.5869685088451
2013-04-01,Nicolas,93191232.0334855,10.0021034982801
2013-04-01,Robert,93365920.3354747,9.1941038235906
2013-04-01,Lizbeth,104757799.985226,10.41023298884
2013-04-01,Anne,108219732.576308,10.9784919093985
2013-04-01,Liz,108728488.715721,10.5461451759649
2013-04-01,Beth,95543649.3081879,17.5131587247307
2013-04-01,Beth,62137008.7647825,10.6922338837102
2013-04-01,John,128032825.152926,11.7255878930952
2013-04-01,Sam,93724567.6988898,14.5001118742233
2013-04-01,Emma,123341456.994462,12.2618972892996
2013-04-01,John,109263622.279453,13.3519719252102
2013-04-01,Mark,113500550.554802,9.44066255145871
2013-04-01,Clarie,121315339.719098,12.1044322111893
2013-04-01,Sam,89917291.6971082,7.70636196956242
2013-04-01,Mark,110388257.608218,6.43555707705253
2013-04-01,Karen,117088808.837064,9.08146973189149
2013-04-01,Tamara,85182221.1301312,12.1283726265337
2013-04-01,Micah,85089505.924935,15.1952941757959
2013-04-01,Brad,112311081.759244,8.47157977792027
2013-04-01,Tammy,126765636.236086,9.62700382491742
2013-04-01,Matt,107076179.625171,9.20596469907686
2013-04-01,Brad,104262648.219192,12.3052300210195
2013-04-01,Anna,102646179.566347,13.8690999607312
2013-04-01,Liz,90975442.511633,11.4227620173484
2013-04-01,Lisa,100975760.327284,8.41120829902041
2013-04-01,Mark,97801190.2999972,10.3389893151242
2013-04-01,Bradley,118708633.481085,9.11668085510659
2013-04-01,Blaine,118333936.023827,11.026067639409
2013-04-01,Jonathan,99064030.2098063,9.75154372063158
2013-04-01,Bruce,111254591.302698,15.6238892422046
2013-04-01,Liz,84015289.5459655,11.8769642850709
2013-04-01,Bradley,100700059.683519,8.65957672432111
2013-04-01,Ben,112196737.01872,11.2019012094254
2013-04-01,Betsy,125242198.772336,10.1790765273891
2013-04-01,Clarie,104711349.732934,10.254886472612
2013-04-01,Clarie,108244296.610647,14.2493564952356
2013-04-01,Brad,101350271.641719,20.565365845516
2013-04-02,David,91508120.9725508,9.7649826822233
2013-04-02,Rick,116167681.910514,7.59590489810351
2013-04-02,Lisa,102708457.4522,10.510917861344
2013-04-02,Benjamin,102629195.115753,11.7260868064393
2013-04-02,Dick,104696512.616335,15.623261255768
2013-04-02,John,109580269.360739,11.7722317913087
2013-04-02,Tamara,89607587.5109732,12.2547564618498
2013-04-02,Lizbeth,116652404.667789,13.879771522138
2013-04-02,Albert,132451607.905319,9.52801704130994
2013-04-02,Albert,92911383.753991,14.3776404890087
2013-04-02,Vince,107481763.311342,8.87775907589675
2013-04-02,Matt,86275134.4760879,11.3938908553102
2013-04-02,Dave,85769095.1765213,11.4383191813845
2013-04-02,Benjamin,112059501.27246,13.0184261272932
2013-04-02,Matt,127315456.843928,10.4733102819387
2013-04-02,Lizbeth,100100626.742004,16.7103229543421
2013-04-02,Albert,93949425.3328577,11.2628374876673
2013-04-02,Bradley,102407627.7346,11.3810324918741
2013-04-02,Betsy,88817165.0855258,7.31645724636541
2013-04-02,Blaine,112652479.118351,12.3012765321931
2013-04-02,Rick,99668171.7729711,12.8820861375584
2013-04-02,Tammy,90402454.8801453,13.8326166635045
2013-04-02,Matthew,117063509.996904,10.4286516670404
2013-04-02,Anne,98657873.5058063,9.14047171063744
2013-04-02,William,109209837.853302,14.8160707602181
2013-04-02,Tammy,115750915.459293,6.14905381502145
2013-04-02,Lisa,76523054.9817602,13.8266296985064
2013-04-02,Rick,97785699.303069,10.8763006132638
2013-04-02,Dick,110431473.687556,9.55417566804564
2013-04-02,Emma,95278392.8742891,13.5748996766192
2013-04-02,Bradley,123627333.807922,10.1359149217102
2013-04-02,Betsy,71409106.5261961,10.248864637761
2013-04-02,Jessica,119263771.029341,6.62938247884069
2013-04-02,Ben,118249595.134202,11.5411269429835
2013-04-02,Brad,111923007.797116,7.57276339782778
2013-04-02,Tom,115266318.040445,10.477885230674
2013-04-02,Rick,98840690.1202223,7.58616293780933
2013-04-02,Emma,106455368.818739,8.54779388552135
2013-04-02,Micah,111402379.612473,13.8355280302965
2013-04-02,Benjamin,103887873.80381,12.8351268064218
2013-04-02,Matt,91739107.7933156,9.93409451138246
2013-04-02,Albert,98315406.5531827,10.2857430979512
2013-04-02,Katherine,86936290.3520304,12.6610216964556
2013-04-02,Richard,91546879.0277495,11.4718666461962
2013-04-02,Dick,124228240.141076,11.4146603547303
2013-04-02,Bradley,115439882.773552,10.6739117117859
2013-04-02,William,105306008.76202,10.3835288148004
2013-04-02,Katherine,85071512.8714525,14.1395541153422
2013-04-02,William,113867292.347806,13.2265223956952
2013-04-03,Karen,102713119.236379,11.6425394852405
2013-04-03,Tom,76922231.8534274,13.6240987004626
2013-04-03,Tammy,90032104.7766801,10.6571236574173
2013-04-03,Betsy,105507193.83958,16.2706857268395
2013-04-03,Robert,80754001.7992822,14.108529854078
2013-04-03,Matthew,118436379.142987,13.5515810446018
2013-04-03,Matthew,115121639.680012,11.21729597279
2013-04-03,Albert,107678847.182835,14.0744608537483
2013-04-03,Lisa,101994544.756757,13.9248620443298
2013-04-03,Emma,94500197.0158628,12.6088936829754
2013-04-03,Ben,110717205.170437,7.58537748775052
2013-04-03,Emma,123834755.354753,10.0838076120895
2013-04-03,Richard,98072443.586489,9.9419850296317
2013-04-03,Lisa,85869550.4231618,10.6070666484329
2013-04-03,Vince,104139170.607796,9.57119918092602
2013-04-03,Lizbeth,106601645.735547,11.6478462846339
2013-04-03,Tom,119696578.174631,9.19752537648633
2013-04-03,Dick,117154192.740301,12.0460646380498
2013-04-03,Matthew,106518340.003137,14.3691205213171
2013-04-03,Benjamin,99366979.90862,11.2557165593844
2013-04-03,Johnny,113232611.894762,8.357367076835
2013-04-03,Katherine,91488673.4363028,12.0062642942757
2013-04-03,Sam,115876644.616704,13.8371969038861
2013-04-03,Johnny,130550674.533204,7.63759649786775
2013-04-03,Dick,126615776.070372,9.22121475289182
2013-04-03,Beth,118637023.974682,11.2026268533485
2013-04-03,Blaine,98860723.7023494,10.9797358011209
2013-04-03,Karen,99560872.295218,8.41281435446962
2013-04-03,Robert,108928781.253658,10.4830750890584
2013-04-03,Dick,105702380.005701,13.9664017666632
2013-04-03,Mark,102575198.471647,7.02546526649189
2013-04-03,Jonathan,115477819.035619,12.2942419463062
2013-04-03,Bradley,116494025.95997,8.96436728379325
2013-04-03,Matthew,111414870.076891,9.96565111642938
2013-04-03,Elizabeth,97258520.7938225,15.1514692021946
2013-04-03,Bradley,110504566.001099,15.0014725587344
2013-04-03,Albert,115283028.600167,11.7705706025889
2013-04-03,Dick,106124364.993071,12.9745611916714
2013-04-03,Anna,105347852.208397,10.1828863646066
2013-04-03,Benjamin,107745847.244943,12.2506836531446
2013-04-03,Emma,113884630.176704,13.6013025963847
2013-04-03,David,98084525.3372853,12.2218803629317
2013-04-03,Mark,91841630.5807164,13.943013053649
2013-04-03,Betsy,88242685.534618,12.3486294149454
2013-04-03,Mark,99740744.7233012,9.71808816876415
2013-04-03,Sam,105140272.707682,9.77785660052192
2013-04-03,Rick,104207559.887858,13.5869319942184
2013-04-03,Beth,133423341.47728,10.4138149971619
2013-04-03,Jonathan,98416394.2649631,10.1991535552528
2013-04-03,Blaine,115809658.585894,7.47277254875772
2013-04-03,Karen,103450479.787767,10.0107070338888
2013-04-03,Liz,65492937.0397189,10.0975179119356
2013-04-03,Matt,111355318.049894,10.1693920072167
2013-04-03,Bruce,124668841.333115,10.0913317448599
2013-04-03,Will,115711685.80074,10.0935999896006
2013-04-03,Betsy,124949995.78121,10.7997580481838
2013-04-03,Will,109041055.245607,9.71259218550754
2013-04-03,Lisa,97671418.7490073,13.1279236131798
2013-04-03,Dave,105283474.659638,12.807528508998
2013-04-04,Will,90746873.6701538,11.66342267351
2013-04-04,Richard,104448728.991991,10.8423707941678
2013-04-04,Benjamin,118683906.467516,13.4037656529316
2013-04-04,Lizbeth,110628021.679814,12.7129313298074
2013-04-04,Blaine,99231371.0004455,16.1013349042228
2013-04-04,Adam,115885825.323004,9.17828640140819
2013-04-04,Robert,94607169.351771,13.8611846341208
2013-04-04,Clarie,107893844.691376,12.9159104878374
2013-04-04,Lizbeth,112178653.877971,10.848405847402
2013-04-04,Katherine,110213633.608811,10.5049844296634
2013-04-04,Blaine,110075136.145124,13.4581291159856
2013-04-04,Mark,104852022.773398,9.19383547245662
2013-04-04,Clarie,87047748.7361058,15.0459991522318
